segment_id,heavy,car,v85,coordinates,timestamp,latitude,longitude,altitude,sensor_type,distance_km,current.last_updated,current.temp_c,current.uv,current.gust_kph,current.air_quality.co,current.air_quality.no2,current.air_quality.o3,current.air_quality.so2,current.air_quality.pm2_5,current.air_quality.pm10,current.air_quality.us-epa-index,current.air_quality.gb-defra-index,p1,p2
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.93,5.334,39.3,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.8736505056,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,7.89,7.24
9000000752,3.7928609108,198.7853109144,25.5,"[[[4.3523899959, 50.8706412025], [4.3529607959, 50.8708695025]]]",2023-11-20 13:00:00,50.866,4.332,40.9,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.521104137,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,4.74,1.16
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.936,5.334,35.6,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.2912912942,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,12.57
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.926,5.332,40.4,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.6704967002000001,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,14.04
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.924,5.32,45.6,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.368947823,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,12.49
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.932,5.318,38.9,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.6497917747,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,1.40,12.46
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.926,5.34,39.5,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.227734076,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,82.58,12.16
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.924,5.32,45.6,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.368947823,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,16.63,2.87
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.922,5.346,40.9,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.7323164509,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,14.39
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.936,5.334,35.6,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.2912912942,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,11.18,2.20
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.926,5.34,39.5,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.227734076,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,14.82,2.59
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.932,5.318,38.9,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.6497917747,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,1.50,0.23
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.922,5.346,40.9,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.7323164509,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,12.03,1.63
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9357925,5.3284977,34.9,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.0727178916,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,9.50,1.81
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.926,5.332,40.4,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.6704967002000001,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,14.97,2.41
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9410900925,5.3058573604,36.1,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.9633571398,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,10.02,2.08
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9410900925,5.3058573604,36.1,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.9633571398,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,12.88
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.916,5.344,49.1,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.9320563242,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,0.73,0.37
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.916,5.344,49.1,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.9320563242,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,13.72
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9150645655,5.3399348259,45.3,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.7944239789,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,16.87,2.75
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9357925,5.3284977,34.9,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.0727178916,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,89.70,13.92
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9150645655,5.3399348259,45.3,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.7944239789,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,13.97
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.93,5.328,39.9,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.5145140896,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,72.29,15.21
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9239453739,5.3313327092,40.5,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.6985460972,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,10.26,2.23
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9315538,5.3273037,38.2,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.6152397009,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,12.57
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.886,4.332,40.4,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.6209510268,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,9.97,2.28
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.93,5.328,39.9,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.5145140896,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,12.70,3.95
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9361592,5.3328492,32.5,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.2571925154999999,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,7.03,0.27
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9361592,5.3328492,32.5,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.2571925154999999,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,12.03
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.876,4.342,38.2,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.6470781326,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,12.02
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.918,5.338,43.9,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.4678535476,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,7.60,1.79
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.88,4.35,24.3,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.952350628,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,13.99,3.00
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.88,4.35,24.3,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.952350628,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,12.25
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.87,4.316,55.4,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.7404646146,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,11.42,2.61
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.884,4.322,32.4,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.1404401317,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,12.43
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.872,4.312,45.6,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.6447557907,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,11.64
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.8764544,4.3158570245,34.1,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.0803378881,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,82.48,12.95
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.886,4.332,40.4,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.6209510268,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,10.88
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.876,4.342,38.2,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.6470781326,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,13.89,2.80
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.8696544602,4.3111279607,57.2,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.9041249106,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,11.25,2.61
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.8734832052,4.3182089925,38.6,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.3251207187,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,10.62,2.61
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.8734832052,4.3182089925,38.6,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.3251207187,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,14.46
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9315538,5.3273037,38.2,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.6152397009,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,12.73,2.40
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.884,4.322,32.4,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",0.1404401317,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,13.58,2.50
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.87,4.316,55.4,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.7404646146,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,11.82
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.8696544602,4.3111279607,57.2,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.9041249106,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,13.55
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.9239453739,5.3313327092,40.5,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.6985460972,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,12.29
9000000797,0.0,45.0236128804,55.0,"[[[5.3225419957, 50.9269055026], [5.3209210957, 50.9273391026], [5.3206278957, 50.9275635026]]]",2023-11-20 13:00:00,50.918,5.338,43.9,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.4678535476,2023-11-20 13:45,11.0,3.0,34.8,233.7,5.8,70.1,0.8,0.6,0.8,1,1,99.90,13.29
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 12:00:00,50.882,4.326,26.0,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",0.3794906932,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,99.90,12.60
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.9005902495,4.3332803249000005,72.0,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.8737310524000002,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,13.11,2.40
9000000805,113.6531540998,195.4493839182,49.5,"[[[4.6884849958, 50.9345325025], [4.6882869958, 50.9348101025], [4.6876904958, 50.9354842025], [4.6859714958000005, 50.9373166025], [4.6851882958, 50.9380952025]]]",2023-11-20 13:00:00,50.918,4.688,21.4,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.8386446572000001,2023-11-20 13:45,11.0,3.0,29.5,250.3,9.5,68.0,1.5,0.9,1.1,1,1,0.77,0.77
9000000805,113.6531540998,195.4493839182,49.5,"[[[4.6884849958, 50.9345325025], [4.6882869958, 50.9348101025], [4.6876904958, 50.9354842025], [4.6859714958000005, 50.9373166025], [4.6851882958, 50.9380952025]]]",2023-11-20 13:00:00,50.918,4.688,21.4,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.8386446572000001,2023-11-20 13:45,11.0,3.0,29.5,250.3,9.5,68.0,1.5,0.9,1.1,1,1,99.90,11.13
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.872,4.332,38.4,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.5647889751,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,81.14,21.44
9000000798,5.0,33.0,21.5,"[[[4.3233034959, 50.8849586025], [4.3230933959, 50.8825411025]]]",2023-11-20 13:00:00,50.8764544,4.3158570245,34.1,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.0803378881,2023-11-20 13:45,11.0,2.0,28.5,243.7,6.6,71.5,1.0,0.9,1.0,1,1,17.66,3.09
9000000805,113.6531540998,195.4493839182,49.5,"[[[4.6884849958, 50.9345325025], [4.6882869958, 50.9348101025], [4.6876904958, 50.9354842025], [4.6859714958000005, 50.9373166025], [4.6851882958, 50.9380952025]]]",2023-11-20 13:00:00,50.934,4.668,16.8,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.4367339674,2023-11-20 13:45,11.0,3.0,29.5,250.3,9.5,68.0,1.5,0.9,1.1,1,1,99.90,13.35
9000000805,113.6531540998,195.4493839182,49.5,"[[[4.6884849958, 50.9345325025], [4.6882869958, 50.9348101025], [4.6876904958, 50.9354842025], [4.6859714958000005, 50.9373166025], [4.6851882958, 50.9380952025]]]",2023-11-20 13:00:00,50.934,4.668,16.8,"{'id': 14, 'name': 'SDS011', 'manufacturer': 'Nova Fitness'}",1.4367339674,2023-11-20 13:45,11.0,3.0,29.5,250.3,9.5,68.0,1.5,0.9,1.1,1,1,9.88,2.40
9000000805,113.6531540998,195.4493839182,49.5,"[[[4.6884849958, 50.9345325025], [4.6882869958, 50.9348101025], [4.6876904958, 50.9354842025], [4.6859714958000005, 50.9373166025], [4.6851882958, 50.9380952025]]]",2023-11-20 13:00:00,50.948,4.7059999999999995,12.9,"{'id': 9, 'name': 'DHT22', 'manufacturer': 'various'}",1.9361260701,2023-11-20 13:45,11.0,3.0,29.5,250.3,9.5,68.0,1.5,0.9,1.1,1,1,99.90,13.32
